ensembl_gene_id,Log2 RPKM mean_Male,Log2 RPKM mean_Female
ENSG00000079101,"0,559871093176683",
ENSG00000101605,"0,502722586410479",
ENSG00000238445,"0,566652068366165",
ENSG00000206432,"0,588418651650421",
ENSG00000215527,"0,638904737266885",
ENSG00000186481,"0,561638566954472",
ENSG00000212329,"0,709995014025969",
ENSG00000180777,"0,734977871752367",
ENSG00000167306,"0,547059989103135",
ENSG00000081923,"0,509614733123",
ENSG00000263146,"0,543881282378691",
ENSG00000232656,"0,53308169310872",
ENSG00000226762,"0,820440448391095",
ENSG00000228353,"0,51675159132326",
ENSG00000235141,"0,710643544997455",
ENSG00000238900,"0,524146422973606",
ENSG00000252118,"0,5274647093514",
ENSG00000239665,"0,531087830145366",
ENSG00000165996,"0,536975609178519",
ENSG00000251959,"0,522402037744753",
ENSG00000204682,"0,521023214042196",
ENSG00000151023,"0,557778477304506",
ENSG00000206605,"0,63059926954896",
ENSG00000253054,"0,657068334121661",
ENSG00000230555,"0,518912329554112",
ENSG00000243660,"0,539581742135463",
ENSG00000226561,"0,51006405473671",
ENSG00000238523,"0,65283750570912",
ENSG00000230036,"0,501105671986279",
ENSG00000207813,"0,555764861409198",
ENSG00000235279,"0,526721001126151",
ENSG00000150275,"0,55909723906409",
ENSG00000122870,"0,527611502758882",
ENSG00000226095,"0,589173372999645",
ENSG00000221159,"0,692509475165892",
ENSG00000236375,"0,510399923828203",
ENSG00000138346,"0,574876563523681",
ENSG00000224222,"0,513457607714254",
ENSG00000156521,"0,584841275845875",
ENSG00000156042,"0,533685194832105",
ENSG00000207275,"0,545342777359578",
ENSG00000107796,"0,844967934595065",
ENSG00000138193,"0,510673126767376",
ENSG00000231829,"0,590735023878977",
ENSG00000236552,"0,577522670608134",
ENSG00000224474,"0,632643790550323",
ENSG00000198018,"0,501442537574317",
ENSG00000075826,"0,546202466163522",
ENSG00000225208,"0,602791479021086",
ENSG00000203886,"0,528315592369935",
ENSG00000221214,"0,519455894862712",
ENSG00000228169,"0,593824585414131",
ENSG00000176769,"0,570890466832292",
ENSG00000171813,"0,53058638962431",
ENSG00000198546,"0,558022114441252",
ENSG00000196476,"0,506604226907644",
ENSG00000185019,"0,577666724301211",
ENSG00000226632,"0,615776667376019",
ENSG00000221201,"0,616889003883926",
ENSG00000201348,"0,66826240229236",
ENSG00000234187,"0,559123122902244",
ENSG00000239923,"0,603914237102056",
ENSG00000101004,"0,50513420687553",
ENSG00000226465,"0,533156547362715",
ENSG00000198959,"0,520521181508953",
ENSG00000174365,"0,50739923633599",
ENSG00000240474,"0,550168430830098",
ENSG00000244558,"0,518026120252652",
ENSG00000132801,"0,543184602719332",
ENSG00000168612,"0,537691932824553",
ENSG00000209042,"0,517963336011093",
ENSG00000182463,"0,524554122723525",
ENSG00000196074,"0,548431165455884",
ENSG00000132825,"0,524730376257448",
ENSG00000101181,"0,61303348794965",
ENSG00000101180,"0,609644902270848",
ENSG00000149679,"0,656206274690674",
ENSG00000225978,"0,631800716570622",
ENSG00000101216,"0,565412096661388",
ENSG00000197114,"0,532824212598691",
ENSG00000130584,"0,580708821052806",
ENSG00000216164,"0,674374944302577",
ENSG00000207554,"0,546231358235288",
ENSG00000184731,"0,591263271834373",
ENSG00000234423,"0,637362447403811",
ENSG00000238722,"0,634271068371935",
ENSG00000234171,"0,686162528050146",
ENSG00000236008,"0,638898046856638",
ENSG00000205795,"0,547754037742156",
ENSG00000162976,"0,540709188286424",
ENSG00000228999,"0,824480307658602",
ENSG00000171303,"0,606455407969068",
ENSG00000163793,"0,577124739389686",
ENSG00000200003,"0,574599204314783",
ENSG00000221531,"0,579425546416736",
ENSG00000225991,"0,653396444520022",
ENSG00000213626,"0,540228627082913",
ENSG00000158089,"0,618111295866494",
ENSG00000194270,"0,506205540951046",
ENSG00000152527,"0,546553981007048",
ENSG00000143919,"0,540073602673067",
ENSG00000238165,"0,618153728013687",
ENSG00000233266,"0,537621677307277",
ENSG00000212978,"0,529568462654765",
ENSG00000186889,"0,510929768010046",
ENSG00000232693,"0,570498877968892",
ENSG00000162951,"0,696185499507517",
ENSG00000212001,"0,587637224064163",
ENSG00000231259,"0,545500707419359",
ENSG00000153574,"0,56957631316685",
ENSG00000229689,"0,540210986605677",
ENSG00000170417,"0,572403605429006",
ENSG00000234177,"0,541141210254085",
ENSG00000201470,"0,54067165764675",
ENSG00000163046,"0,660291443343997",
ENSG00000121988,"0,576606810843073",
ENSG00000212389,"0,633094505965588",
ENSG00000153250,"0,547762517671546",
ENSG00000115290,"0,544813282688958",
ENSG00000082438,"0,568832524105955",
ENSG00000169507,"0,573783571701461",
ENSG00000228222,"0,584795181995602",
ENSG00000252779,"0,66073313660176",
ENSG00000144355,"0,656239351147486",
ENSG00000223960,"0,616543091843222",
ENSG00000162998,"0,574644883332213",
ENSG00000188738,"0,593112017456939",
ENSG00000231646,"0,529922803068877",
ENSG00000226410,"0,616709774969635",
ENSG00000223249,"0,827810674655753",
ENSG00000231145,"0,542994590151618",
ENSG00000238641,"0,519556335621922",
ENSG00000233654,"0,512117085512018",
ENSG00000252130,"0,670900339713111",
ENSG00000236977,"0,593379383420451",
ENSG00000162971,"0,508582875399775",
ENSG00000212534,"0,690631748051194",
ENSG00000233579,"0,716650823600065",
ENSG00000144407,"0,541972713114274",
ENSG00000261338,"0,539017504883137",
ENSG00000072195,"0,538591143386274",
ENSG00000221199,"0,540783903579293",
ENSG00000221432,"0,659594560318907",
ENSG00000232784,"0,534101649182811",
ENSG00000144460,"0,682496977702744",
ENSG00000169047,"0,613085194764764",
ENSG00000241530,"0,664068369329572",
ENSG00000207626,"0,507190736806133",
ENSG00000199781,"0,526239834926909",
ENSG00000235529,"0,573086352906163",
ENSG00000142327,"0,517793837414956",
ENSG00000142330,"0,527805174549881",
ENSG00000237161,"0,78885869539769",
ENSG00000187667,"0,51781804046073",
ENSG00000260760,"0,522903515369875",
ENSG00000200661,"0,513934807871087",
ENSG00000200398,"0,515712022415258",
ENSG00000104044,"0,533789840502462",
ENSG00000159248,"0,594102863350901",
ENSG00000137843,"0,524110166813938",
ENSG00000128891,"0,518177941078874",
ENSG00000128965,"0,536047140569992",
ENSG00000103932,"0,623593189761309",
ENSG00000140326,"0,594362510338403",
ENSG00000240430,"0,578545856771567",
ENSG00000185607,"0,512006815172026",
ENSG00000202323,"0,59330132057105",
ENSG00000259935,"0,554699586293879",
ENSG00000069943,"0,501621846933921",
ENSG00000169118,"0,61142888075324",
ENSG00000259964,"0,502590427011322",
ENSG00000166192,"0,540770164529601",
ENSG00000103855,"0,514377170392674",
ENSG00000167178,"0,560435189172574",
ENSG00000179335,"0,561102649508643",
ENSG00000136425,"0,529958996973916",
ENSG00000259562,"0,601163366928037",
ENSG00000235711,"0,700236425841604",
ENSG00000169330,"0,522509961835252",
ENSG00000259495,"0,517771025527722",
ENSG00000259404,"0,632993736878255",
ENSG00000176700,"0,603229259766034",
ENSG00000140543,"0,611488057478875",
ENSG00000221630,"0,758686680480498",
ENSG00000207703,"0,75452311575201",
ENSG00000140522,"0,556130562180237",
ENSG00000198901,"0,510688268627526",
ENSG00000248441,"0,531682106101628",
ENSG00000259706,"0,530126122610588",
ENSG00000259583,"0,624660648556703",
ENSG00000154237,"0,696472125223929",
ENSG00000129824,"2,90239768692455",
ENSG00000067646,"1,04098179833917",
ENSG00000099715,"1,09424315020236",
ENSG00000233864,"1,20620774097139",
ENSG00000114374,"2,11590262007558",
ENSG00000067048,"2,08619034825976",
ENSG00000183878,"1,30153425416911",
ENSG00000154620,"0,721641932772002",
ENSG00000241859,"0,570397119151089",
ENSG00000165246,"1,43512180874554",
ENSG00000226555,"0,657103758648628",
ENSG00000176728,"0,924785659530781",
ENSG00000099749,"0,834522604941669",
ENSG00000131002,"0,702992560177786",
ENSG00000012817,"1,5650926395097",
ENSG00000229236,"0,569825047082654",
ENSG00000198692,"0,896028142625939",
ENSG00000188242,"0,508995246393486",
ENSG00000215196,"0,692307079576817",
ENSG00000249937,"0,516253060970344",
ENSG00000248624,"0,52188011990591",
ENSG00000251887,"0,635133537232252",
ENSG00000152582,"0,51754916064301",
ENSG00000249850,"0,593668082812189",
ENSG00000242493,"0,583292747088845",
ENSG00000238508,"0,693253632774807",
ENSG00000222960,"0,662623097311562",
ENSG00000207627,"0,768834192790257",
ENSG00000241230,"0,529435148153932",
ENSG00000214244,"0,568793907447049",
ENSG00000248803,"0,571742999960826",
ENSG00000197822,"0,532067468305796",
ENSG00000172062,"0,51427239351627",
ENSG00000248673,"0,835804851824291",
ENSG00000250615,"0,539044211710374",
ENSG00000245556,"0,515445342628067",
ENSG00000152380,"0,576174355682508",
ENSG00000131730,"0,509951804149089",
ENSG00000152348,"0,526386201388621",
ENSG00000250320,"0,581159624437733",
ENSG00000249776,"0,599197455132679",
ENSG00000164291,"0,508132199116885",
ENSG00000238363,"0,510207725995035",
ENSG00000251293,"0,680154810785869",
ENSG00000252295,"0,802168486688928",
ENSG00000199880,"0,667258370908199",
ENSG00000170469,"0,508672841037157",
ENSG00000170458,"0,531662731966887",
ENSG00000177839,"0,556055738674669",
ENSG00000197479,"0,507590487356592",
ENSG00000187372,"0,594256558818007",
ENSG00000261934,"0,519763785187591",
ENSG00000231185,"0,670348299977268",
ENSG00000204909,"0,540629883940575",
ENSG00000207700,"0,626264032868438",
ENSG00000155846,"0,625661117086777",
ENSG00000214485,"0,511314640344802",
ENSG00000135074,"0,662146572834803",
ENSG00000229119,"0,501478648211109",
ENSG00000254187,"0,550538147363143",
ENSG00000184347,"0,615793695153176",
ENSG00000200648,"0,529269292952739",
ENSG00000248469,"0,516922586535936",
ENSG00000170085,"0,599503317951201",
ENSG00000048162,"0,604371292028248",
ENSG00000169220,"0,704367492826988",
ENSG00000170074,"0,765761832553408",
ENSG00000170089,"0,553805290086408",
ENSG00000248367,"0,77174372492953",
ENSG00000070404,"0,523859468176173",
ENSG00000129951,"0,576215856400179",
ENSG00000099625,"0,619655677255593",
ENSG00000115255,"0,544447641389313",
ENSG00000181588,"0,541780255520403",
ENSG00000172081,"0,570980087350689",
ENSG00000175691,"0,541773490166356",
ENSG00000065717,"0,669079468093179",
ENSG00000105298,"0,640256835870622",
ENSG00000105278,"0,527650162073448",
ENSG00000207630,"1,04410053670103",
ENSG00000104880,"0,527713612439392",
ENSG00000076826,"0,671329094379375",
ENSG00000260001,"0,585220409095899",
ENSG00000197256,"0,557493506408556",
ENSG00000161914,"0,52127422153354",
ENSG00000197647,"0,550847337319413",
ENSG00000132004,"0,599410202563898",
ENSG00000074181,"0,50471602804644",
ENSG00000105655,"0,549707503197962",
ENSG00000184162,"0,604403467424888",
ENSG00000250067,"0,539987727996126",
ENSG00000160229,"0,509269984754136",
ENSG00000251948,"0,619542726666704",
